job-title,job-description-html,job-location,job-salary,job-url,job-type
"
      Administrateurs SIEM/SOAR
    ","<p><strong>Description de la mission</strong></p><p>Evolution dans un environnement international</p><ul><li><p>Design de Solutions - Conception et mise en place de SIEM</p></li><li><p>Maintien en conditions opérationnelles et de sécurité des différentes solutions de sécurité</p></li><li><p>Supervision et intervention sur les incidents de production</p></li><li><p>Support aux équipes projets sur des points complexes relevant de votre domaine de compétence</p></li><li><p>Mise en œuvre de solutions d’automatisation</p></li><li><p>Application et développement des bonnes pratiques métier et de sécurité</p></li></ul><p>Amélioration continue des outils et des processus</p><p></p><p></p><p><strong>Compétences techniques et fonctionnelles</strong></p><p></p><ul><li><p>Administration SIEM : Splunk, QRadar, MS Azure Sentinel </p></li><li><p>Administration orchestration SOAR (Palo Alto, Splunk) </p></li><li><p>Administration système Linux (Ubuntu, CentOS) </p></li><li><p>Architecture technique et fonctionnelle </p></li><li><p>Design de solutions </p></li><li><p>Automatisation : Ansible, Docker, Terraform </p></li><li><p>Supervision : Centreon, Zabbix </p></li><li><p>Scripting : Python, Bash, html </p></li><li><p>Solutions Backup/Restore </p></li></ul><p>Architecture technique </p><p></p><p><strong>Localisation</strong></p><p>1 profil à Toulouse</p><p>1 profil à Paris / Noisy Le Grand</p><p><strong>Description de la mission</strong></p><p>Evolution dans un environnement international</p><ul><li><p>Design de Solutions - Conception et mise en place de SIEM</p></li><li><p>Maintien en conditions opérationnelles et de sécurité des différentes solutions de sécurité</p></li><li><p>Supervision et intervention sur les incidents de production</p></li><li><p>Support aux équipes projets sur des points complexes relevant de votre domaine de compétence</p></li><li><p>Mise en œuvre de solutions d’automatisation</p></li><li><p>Application et développement des bonnes pratiques métier et de sécurité</p></li></ul><p>Amélioration continue des outils et des processus</p><p></p><p></p><p><strong>Compétences techniques et fonctionnelles</strong></p><p></p><ul><li><p>Administration SIEM : Splunk, QRadar, MS Azure Sentinel </p></li><li><p>Administration orchestration SOAR (Palo Alto, Splunk) </p></li><li><p>Administration système Linux (Ubuntu, CentOS) </p></li><li><p>Architecture technique et fonctionnelle </p></li><li><p>Design de solutions </p></li><li><p>Automatisation : Ansible, Docker, Terraform </p></li><li><p>Supervision : Centreon, Zabbix </p></li><li><p>Scripting : Python, Bash, html </p></li><li><p>Solutions Backup/Restore </p></li></ul><p>Architecture technique </p><p></p><p><strong>Localisation</strong></p><p>1 profil à Toulouse</p><p>1 profil à Paris / Noisy Le Grand</p><p><strong>Description de la mission</strong></p><p>Evolution dans un environnement international</p><ul><li><p>Design de Solutions - Conception et mise en place de SIEM</p></li><li><p>Maintien en conditions opérationnelles et de sécurité des différentes solutions de sécurité</p></li><li><p>Supervision et intervention sur les incidents de production</p></li><li><p>Support aux équipes projets sur des points complexes relevant de votre domaine de compétence</p></li><li><p>Mise en œuvre de solutions d’automatisation</p></li><li><p>Application et développement des bonnes pratiques métier et de sécurité</p></li></ul><p>Amélioration continue des outils et des processus</p><p></p><p></p><p><strong>Compétences techniques et fonctionnelles</strong></p><p></p><ul><li><p>Administration SIEM : Splunk, QRadar, MS Azure Sentinel </p></li><li><p>Administration orchestration SOAR (Palo Alto, Splunk) </p></li><li><p>Administration système Linux (Ubuntu, CentOS) </p></li><li><p>Architecture technique et fonctionnelle </p></li><li><p>Design de solutions </p></li><li><p>Automatisation : Ansible, Docker, Terraform </p></li><li><p>Supervision : Centreon, Zabbix </p></li><li><p>Scripting : Python, Bash, html </p></li><li><p>Solutions Backup/Restore </p></li></ul><p>Architecture technique </p><p></p><p><strong>Localisation</strong></p><p>1 profil à Toulouse</p><p>1 profil à Paris / Noisy Le Grand</p>","Noisy-le-Grand, Île-de-France",100-450 €⁄j,https://www.free-work.com/fr/tech-it/autre/job-mission/administrateurs-siem-soar,"
      Freelance
    "
"
      Ingénieur sécurité
    ","<p><strong>Responsabilités principales:</strong></p><p></p><ul><li><p>Participer à des projets stratégiques ayant un impact sur la sécurité des réseaux.</p></li><li><p>Réaliser des changements en évaluant et en mesurant leurs impacts sur la sécurité.</p></li><li><p>Administrer les politiques de sécurité sur les pare-feu du groupe, incluant le traitement des demandes d'ouverture de flux et la création de nouvelles configurations sécurisées.</p></li><li><p>Suivre et mettre en œuvre les recommandations pour la maîtrise du risque informatique.</p></li><li><p>Participer à l'amélioration continue de la démarche qualité liée à la sécurité.</p></li><li><p>Collaborer avec les chefs de projet et les architectes de sécurité lors d'ateliers techniques pour définir les meilleures solutions.</p></li><li><p>Mener des réflexions sur la maîtrise du risque informatique et proposer des solutions innovantes.</p></li><li><p>Effectuer des recherches pour optimiser les jeux de règles des pare-feu.</p></li><li><p>Contribuer aux projets d'amélioration et de maintenance de l'existant.</p></li><li><p>Collaborer avec les équipes télécoms et métiers pour diagnostiquer les dysfonctionnements des réseaux.</p></li><li><p>Assurer un suivi continu des évolutions du parc de pare-feu.</p></li><li><p>Participer activement à la maintenance et à la maîtrise des processus de l'équipe, en contribuant au contrôle permanent.</p></li><li><p>Concevoir et mettre à jour les procédures de sécurité conformément aux normes et aux évolutions technologiques.</p></li><li><p>Maîtriser les technologies de pare-feu telles que Checkpoint, Palo Alto et Fortinet.</p></li></ul><p><strong>Compétences requises :</strong></p><ul><li><p>Expertise approfondie en sécurité des réseaux et des pare-feu.</p></li><li><p>Bonne connaissance des solutions de pare-feu telles que Checkpoint, Palo Alto et Fortinet.</p></li><li><p>Capacité à travailler sur des projets complexes avec une approche méthodique et analytique.</p></li><li><p>Compétences avancées en administration système et réseaux.</p></li><li><p>Excellentes compétences en communication et capacité à travailler en équipe.</p></li><li><p>Capacité à résoudre des problèmes de manière proactive et autonome.</p></li><li><p>Aptitude à travailler dans un environnement dynamique et en constante évolution.</p></li><li><p>Certification dans les domaines de la sécurité des réseaux (CISSP, CCNP Security, etc.) est un</p></li></ul><p>L'ingénieur sécurité rejoindra l'équipe Build avec une répartition de tâches de 90% dans le domaine du build et 10% dans celui du run, où il agira en tant que Niveau 3 au sein de l'équipe Run. Principalement dédié à l'équipe de firewalling, ce poste implique la participation à des projets critiques impactant la sécurité des réseaux de l'organisation. L'ingénieur sera responsable de la mise en œuvre, de l'administration et de l'optimisation des politiques de sécurité distribuées sur les différents pare-feu du groupe, en accord avec les meilleures pratiques de sécurité et les exigences de l'entreprise.</p>","Montreuil, Île-de-France",390-560 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-securite/job-mission/ingenieur-securite-195,"
      Freelance
    "
"
      Ingénieur en sécurité des réseaux
    ","<p>Ingénieur en sécurité des réseaux | Rennes | Hybride | FREELANCE (longue durée) </p><p>Une entreprise de télécommunications leader dans son secteur élargit son équipe de sécurité de l'information grâce à la réussite de son projet au cours des 6 derniers mois. Cette entreprise investit massivement dans son département technologique et a des plans de croissance pour le développement des compétences en matière de sécurité de l'information.</p><p>Détails</p><p>•	Rôle : Ingénieur en sécurité des réseaux | 3 à 5 ans d'expérience</p><p>•	Localisation du bureau : France, Rennes </p><p>•	Secteur Client : Télécommunications</p><p>•	Date de début : dès que possible </p><p>•	Durée du contrat : 3 mois Longue Durée - 1 An de Prolongation </p><p>•	Logistique : Hybride | 2 jours à distance </p><p>Si vous êtes un ingénieur en sécurité de l'information à la recherche d'une nouvelle opportunité passionnante et engageante, veuillez postuler.</p><p>Principales exigences</p><p>•	Sécurité de l'information - Expérience de l'outil SIEM</p><p>•	Expérience de configuration de la sécurité du pare-feu Palo Alto</p><p>•	Expérience de configuration de la sécurité du pare-feu Fortinet</p><p>•	Test de modèle</p><p>•	Documentation de rédaction de projet</p><p>•	Transfert vers RUN pour le support et l'exploitation</p><p>Si vous n'êtes pas disponible ou que la mission ne correspond pas tout à fait à votre profil alors n'hésitez pas à identifier ci-dessous un ami qui pourrait être potentiellement intéressé</p><p>Je recherche un ingénieur en sécurité réseau talentueux, capable de travailler à un niveau élevé avec les pare-feu Palo Alto et Fortinet. Ils doivent avoir de l'expérience dans la construction de pare-feu du début à la fin et être également à l'aise avec les tâches de mise en réseau.</p><p>Vous travaillerez dans un environnement de travail productif pour une entreprise de télécommunications leader du secteur. Vous apprendrez et pourrez développer vos compétences. Cette croissance au sein de ce rôle est sans précédent.</p>","Rennes, Bretagne",100-750 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/ingenieur-en-securite-des-reseaux-1,"
      Freelance
    "
"
      Tech lead IoT
    ","<p>Le rôle de Technical Lead IoT est de sécuriser </p><p><strong>le déroulement du pilote</strong> pour respecter le delivery attendu en : </p><ul><li><p>pilotant sa mise en œuvre et les activités associées aux différents thèmes identifiés lors de la réunion de lancement interne : Déploiement conteneurisée de la plateforme dans une infrastructure Groupe – Use case de pilotage d’un objet connecté via le MES – Mangement d’un Parc de Capteurs IoT – Couplage de la plateforme avec une réseau IoT + - Formalisation des patterns d’architecture Entreprise et Solutions en lien avec l’intégration dans l’écosystème industriel du Groupe)</p></li><li><p>Consolidant et formalisant les choix techniques et technologiques,<br></p></li><li><p>Structurant le produit «Plateforme IoT» avec les architectes entreprises et solutions du Groupe<br></p></li><li><p>Accompagnant les aspects sécurités et l’embarquement des équipes SSI<br></p></li><li><p>Animant les différents rituels</p></li></ul><p><strong>Le passage à l’échelle </strong>avec la projection des activités «après pilote» pour être garant du succès du déploiement</p><p>en :</p><ul><li><p>Fédérant les métiers et les usages</p></li><li><p>Rationalisant les technologies</p></li><li><p>Définissant</p></li><li><p>ou consolidant le ou les nouveaux services du réseau industriel visant à accueillir la solution globale</p></li><li><p>Cadrant une roadmap globale (Technique, Calendaire, Financière) de déploiement pour les nouvelles entités</p></li></ul><ul><li><p>Expertise technique IOT approfondie<br>Vous devez avoir une connaissance approfondie des technologies et des architectures liées à l'IoT<br></p></li><li><p>Connaissance des capteurs<br>Vous devez comprendre les différents types de capteurs utilisés dans les systèmes IoT, tels que les capteurs de température, de pression, d'humidité, etc. Vous devez également savoir comment sélectionner les capteurs appropriés en fonction des besoins.<br></p></li><li><p>Compétence en protocoles et réseaux de communication<br>Une bonne compréhension des protocoles de communication utilisés dans les systèmes IoT est essentielle. Cela comprend des protocoles tels que MQTT, Zigbee, LoRaWAN, etc.<br>Vous devriez également connaître les différents types de réseaux utilisés dans l'IoT, tels que les réseaux cellulaires, les réseaux LPWAN, les réseaux maillés Wirepas, etc<br></p></li><li><p>Connaissance des plateformes IoT<br>Vous devez avoir une connaissance approfondie des plateformes IoT disponibles sur le marché dont Cumulocity, ThingWorks, etc.</p></li></ul><p>Vous devriez savoir et/ou acquérir la connaissance pour configurer et gérer ces plateformes, y compris la collecte de données, l'analyse des données et la visualisation des données<br>Cela inclut également une compréhension des solutions logicielles et matérielles utilisées dans les systèmes IoT</p><ul><li><p>Capacité à concevoir l'architecture du système IoT<br>Vous devez être capable de concevoir une architecture cohérente et évolutive pour le système IoT, en tenant compte des exigences fonctionnelles et non fonctionnelles du projet et des contraintes des architectures de l’écosystème industriel.<br></p></li><li><p>Maîtrise des aspects de sécurité et de cybersécurité<br>Avec la prolifération des appareils connectés, la sécurité est un aspect critique de tout projet IoT. Vous devez comprendre les principes de base de la sécurité IoT, tels que l'authentification, le chiffrement, la gestion des clés, etc. La connaissance des meilleures pratiques en matière de cybersécurité et de protection des données est également importante<br></p></li><li><p>Compétences en gestion de projet et pilotage/coordination d’une équipe technique<br></p></li><li><p>Connaissance des pratiques de développement agile</p></li></ul><p><br><br></p><p>Next Gen TWIKI<br>iObeya<br>JIRA<br>Maitrise IoT : plateforme, protocole<br>Cybersécurité, protection de données<br>Mode agile<br>télétravail adaptable, deux sites possibles de travail : Vélizy-Villacoublay et Meudon<br>Renouvellement possible de la mission jusqu'au 1er semestre 2025<br></p>","Vélizy-Villacoublay, Île-de-France",400-700 €⁄j,https://www.free-work.com/fr/tech-it/lead-developer/job-mission/tech-lead-iot-3,"
      Freelance
    "
"
      Expert Sécurité Unix / Linux
    ","<p><strong>Expert Unix sécurité</strong></p><p></p><ul><li><p>Analyse de la PSSI du groupe pour la décliner en règles opérationnelles</p></li><li><p>Produire les guides de durcissement OS et les faire valider</p></li><li><p>Définir les configurations techniques assurant la conformité des socles systèmes.</p></li><li><p>Maintenir le parc serveur conforme aux politiques et aux guides</p></li><li><p>Etablir et mettre en place les plans de remédiations aux écarts</p></li><li><p>Répondre aux recommandations et aux injections des auditeurs sécurité</p></li><li><p>Assurer une veille technologique (0days, vulnérabilités critiques Linux/Unix)</p></li><li><p>Assister les équipes RUN et Build en charge des habilitations (règles des identités/droits/dérogations)</p></li><li><p>Analyser et répondre aux incidents de sécurité détectés par le SOC</p></li><li><p>Assister l’équipe Cyberdéfense pour la gestion des outils OSSEC (HIDS) et gérer les alertes de sécurité</p></li><li><p>Gérer le déploiement et le MCO des agents OSSEC</p></li><li><p>Apporter une expertise sécurité pour les projets métiers et infrastructures</p></li><li><p>Proposer des solutions pour la sécurisation des composants du socle Unix/Linux</p></li><li><p>Proposer des réponses aux demandes de dérogation sécurité</p></li><li><p>Gestion d’un EDR (Endpoint Detection and Response) : Infrastructure, règles, analyse et réponse à incident.</p></li></ul><p><strong>Expert Unix sécurité</strong></p><p><strong>5 ans d'expérience </strong>minimum</p><p>Compétences attendues :</p><p><strong>Systèmes d’exploitation : LINUX, UNIX (AIX, SOLARIS)</strong></p><ul><li><p><strong>Virtualisation</strong>: VmWare, PowerVM, VIOs</p></li><li><p><strong>OS</strong> : RedHat, AIX, Solaris</p></li><li><p><strong>Technologies</strong>: HP ServiceGuard, Docker, Kubernetes, Swarm, HAProxy, PaceMaker, Openshift</p></li></ul><p></p><p><strong>Connaissances en sécurité</strong></p><ul><li><p>Durcissement d’OS</p></li><li><p>Définit les configurations techniques assurant la conformité du socle système</p></li></ul><p>Maintenir le parc conforme aux politiques et guides</p><p></p><p><strong>Bonne connaissance des outils d’intégration continue et d’automatisation</strong></p><ul><li><p>Ansible, Ansible Automation Platform, Gitlab, Artifactory</p></li></ul><p><strong>Langages de programmation</strong></p><ul><li><p>Python, Shell, Ansible, YAML</p></li></ul><p><strong>Outil de patch management : Satellite</strong></p><p><strong>Matériel </strong>: HP, DELL, IBM Power High-End (E1080, E980), HMC.</p><p>LOMEGARD est une société de conseil spécialisée dans les métiers de l’IT qui propose trois offres transverses : PROJECT, SOFTWARE et INFRASTRUCTURE. <br>Nous accompagnons nos clients dans leurs projets de transformation digitale et d’innovations en créant un environnement de travail plus respectueux pour la planète.<br><br>Visitez notre site pour en savoir plus.</p>","Gironde, France",100-3k €⁄j,https://www.free-work.com/fr/tech-it/administrateur-linux/job-mission/expert-securite-unix-linux,"
      Freelance
     
      CDI
     
      CDD
    "
"
      Ingénieur Réseau & Sécurité
    ","<p>Missions :</p><p> Vous assurez le maintien en condition opérationnel des composants (matériel et logiciel) du</p><p>périmètre sécurité dans le but de garantir la disponibilité du Système d’Information,</p><p>  Vous supervisez et traitez les alertes des équipements et dispositifs de sécurité</p><p>  Vous proposez des améliorations et mettez en œuvre les solutions technologiques les plus</p><p>adaptées au contexte, dans le but d’optimiser les performances et les coûts,</p><p> Vous traitez les incidents, les problèmes et apportez son expertise dans la résolution des</p><p>dysfonctionnements,</p><p> Vous déclinez et mettez en œuvre techniquement la politique de sécurité de l’information de</p><p>l’entreprise dans le but de garantir l’intégrité, la confidentialité et la disponibilité des données. </p><p>  </p><p>Environnement Technique</p><p> 110 sites – 1200 postes</p><p> Firewalls Palo Alto, Cisco, PFSense</p><p> Reverse proxy / Firewall applicatif WAF Rohde et Schwarz (Deny All / Beeware) / nginx</p><p> Passerelles mail IronPort</p><p> Antivirus F-Secure</p><p> EDR F-Secure</p><p> IPS Tipping Point</p><p> Répartiteur de charge F5</p><p> Bastion d ’administration One Identity PSM/SCB</p><p> Collecteurs de logs SPLUNK (Alert Manager, InfoSec, CIM, etc.) et Balabit Syslog Store Box</p><p> Connaissance des règles de sécurité (Guide d’hygiène informatique ANSSI, ISO 27002 etc.)</p><p> Une expérience d’analyse soc serait un plus (traitement alerte, analyse de log WAF/EDR etc.)</p><p>Nous recherchons un profil de type Administrateur / Ingénieur sécurité capable de :</p><p> Diagnostiquer et résoudre des incidents</p><p> Administrer au quotidien les solutions en place</p><p> Participer à la définition des solutions techniques et leur mise en œuvre</p><p> Faire preuve de rigueur, d'ouverture d'esprit, d'écoute et de communication</p><p> Prendre en charge un projet technique simple (pilotage, planification, estimation, suivi)</p><p> Lire l’anglais technique</p>","Paris, France",510-570 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ingenieur-reseau-securite-104,"
      Freelance
    "
"
      Expert Sécurité Unix / Linux
    ","<p><strong>Expert Unix sécurité</strong></p><p></p><ul><li><p>Analyse de la PSSI du groupe pour la décliner en règles opérationnelles</p></li><li><p>Produire les guides de durcissement OS et les faire valider</p></li><li><p>Définir les configurations techniques assurant la conformité des socles systèmes.</p></li><li><p>Maintenir le parc serveur conforme aux politiques et aux guides</p></li><li><p>Etablir et mettre en place les plans de remédiations aux écarts</p></li><li><p>Répondre aux recommandations et aux injections des auditeurs sécurité</p></li><li><p>Assurer une veille technologique (0days, vulnérabilités critiques Linux/Unix)</p></li><li><p>Assister les équipes RUN et Build en charge des habilitations (règles des identités/droits/dérogations)</p></li><li><p>Analyser et répondre aux incidents de sécurité détectés par le SOC</p></li><li><p>Assister l’équipe Cyberdéfense pour la gestion des outils OSSEC (HIDS) et gérer les alertes de sécurité</p></li><li><p>Gérer le déploiement et le MCO des agents OSSEC</p></li><li><p>Apporter une expertise sécurité pour les projets métiers et infrastructures</p></li><li><p>Proposer des solutions pour la sécurisation des composants du socle Unix/Linux</p></li><li><p>Proposer des réponses aux demandes de dérogation sécurité</p></li><li><p>Gestion d’un EDR (Endpoint Detection and Response) : Infrastructure, règles, analyse et réponse à incident.</p></li></ul><p><strong>Expert Unix sécurité</strong></p><p><strong>5 ans d'expérience </strong>minimum</p><p>Compétences attendues :</p><p><strong>Systèmes d’exploitation : LINUX, UNIX (AIX, SOLARIS)</strong></p><ul><li><p><strong>Virtualisation</strong>: VmWare, PowerVM, VIOs</p></li><li><p><strong>OS</strong> : RedHat, AIX, Solaris</p></li><li><p><strong>Technologies</strong>: HP ServiceGuard, Docker, Kubernetes, Swarm, HAProxy, PaceMaker, Openshift</p></li></ul><p></p><p><strong>Connaissances en sécurité</strong></p><ul><li><p>Durcissement d’OS</p></li><li><p>Définit les configurations techniques assurant la conformité du socle système</p></li></ul><p>Maintenir le parc conforme aux politiques et guides</p><p></p><p><strong>Bonne connaissance des outils d’intégration continue et d’automatisation</strong></p><ul><li><p>Ansible, Ansible Automation Platform, Gitlab, Artifactory</p></li></ul><p><strong>Langages de programmation</strong></p><ul><li><p>Python, Shell, Ansible, YAML</p></li></ul><p><strong>Outil de patch management : Satellite</strong></p><p><strong>Matériel </strong>: HP, DELL, IBM Power High-End (E1080, E980), HMC.</p><p>LOMEGARD est une société de conseil spécialisée dans les métiers de l’IT qui propose trois offres transverses : PROJECT, SOFTWARE et INFRASTRUCTURE. <br>Nous accompagnons nos clients dans leurs projets de transformation digitale et d’innovations en créant un environnement de travail plus respectueux pour la planète.<br><br>Visitez notre site pour en savoir plus.</p>","Île-de-France, France",100-3k €⁄j,https://www.free-work.com/fr/tech-it/administrateur-linux/job-mission/expert-unix-securite,"
      Freelance
     
      CDI
     
      CDD
    "
"
      Consultant Confirmé Cybersecurité - Vulnerabilities Remediation
    ","<p>Nous recherchons un consultant confirmé Cubersécurité avec un minimum de 2 ans d'expérience pour une mission de longue durée dans le 78.</p><p>Vous interviendrez principalement sur l'Analyse de vulnérabilités sur des machines dans plusieurs pays.</p><p>Vous devrez aussi résoudre ces vulnérabilités en patchant ces machines à distances.</p><p>Vous interviendrez aussi sur des métriques de patchs de compliance, métriques EDR, OS compliance, métriques de vulnérabilité et métriques SCCM.</p><p>La mission de comporte pas de pentesting. Il s'agit avant tout d'une mission d'analyse.</p><p>Mission dans un contexte international qui nécessite l'anglais.</p><p></p><p>Vous avez au moins deux ans d'expérience en Cybersécurité.</p><p>Vous avez travaillé sur l'analyse de vulnérabilités.</p><p>Vous savez patcher une machine à distance avec Microsoft SCCM</p><p>Vous connaissez les outils EDR et NAC</p><p>Anglais courant obligatoire (il y a des indiens sur le projet)</p><p>La mission est 2 jours en remote et trois jours sur site.</p><p>Le contexte est international et nécessite l'anglais à l'oral et à l'écrit</p>","Versailles, Île-de-France",500-550 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/consultant-confirme-cybersecurite-vulnerabilities-remediation,"
      Freelance
    "
"
      Ingénieur Sécurité - Rennes
    ","<p><strong>Intitulé du poste</strong>: Ingénieur sécurité</p><p><strong>Années d'expérience</strong>: Expert (4 ans d'expérience minimum) </p><p><strong>Technologies : </strong>Fortinet Palo Alto avec habilitation électrique H0B0</p><p><strong>Localisation</strong>: Rennes</p><p><strong>--</strong></p><p><strong>Intitulé du poste</strong>: Ingénieur sécurité</p><p><strong>Années d'expérience</strong>: Expert (4 ans d'expérience minimum) </p><p><strong>Technologies : </strong>Fortinet Palo Alto avec habilitation électrique H0B0</p><p><strong>Localisation</strong>: Rennes</p><p><strong>--</strong></p><p><strong>Intitulé du poste</strong>: Ingénieur sécurité</p><p><strong>Années d'expérience</strong>: Expert (4 ans d'expérience minimum) </p><p><strong>Technologies : </strong>Fortinet Palo Alto avec habilitation électrique H0B0</p><p><strong>Localisation</strong>: Rennes</p><p>Ingénieur Sécurité à Rennes, doté de min 4 ans d'expériences sur Fortinet Palo Alto, avec habilitation électrique H0B0. </p><p>Disponible ASAP </p><p>Mission sur Rennes, en présentiel.</p><p>LINKWAY, société à responsabilité limitée, immatriculée sous le SIREN 504616160, est en activité depuis 9 ans. Située à PARIS (75008), elle est spécialisée dans le secteur d’activité du conseil en systèmes et logiciels informatiques.</p>","Rennes, Bretagne",100-450 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ingenieur-securite-rennes,"
      Freelance
    "
"
      Ingénieur système et réseaux /Chef de projets technique
    ","<p>Au sein de l'équipe de la DSI, la prestation consiste à:</p><p><br>-Garantir la bonne mise en oeuvre de l'infrastructure On time, quality &amp; budget.<br>-Garantir l'efficacité du SI lors de l'ajout de nouvelles solutions d'infrastructure.<br>-Maintenir un SI état de l'art et pertinent par rapport au métier et besoins RCS.<br>-Mettre en place, e, et maintenir, l'outillage et les métriques afin de garantir le maintien en condition opérationnelle.</p><p></p><p><strong><u>Tâches à réaliser:</u></strong><br>- Garantir le maintien en condition opérationnelle de l'infrastructure et du réseau<br>- Veiller à la cohérence de l'architecture<br>- Garantir la qualité des livrables de l'infrastructure et du réseau<br>-Mettre à jour &amp; suivre les indicateurs de production<br>- Proposer les améliorations pour optimiser les ressources existantes<br>-Traiter les incidents &amp; le support technique<br>- Contribuer de façon solidaire avec l'équipe à l'atteinte de la satisfaction des clients de la DSI<br>- Réaliser &amp; mettre à jours les procédures, référentiels &amp; documentations<br>-Réaliser les devis nécessaires pour renouveler les contrats ou acquérir de nouveaux équipements<br>-Réaliser le projet de migration du réseau d'ingiénerie avec les squads et l'équipe locale en s'assurant de la continuité de service des équipes projets.<br>- Participer activement aux squads IS/IT Network et Hosting (Anglais courant)</p><p></p><p><strong><u>Compétences requises :</u></strong></p><ul><li><p>  Expertise avancée dans les technologies telles que Fortigate, Palo Alto, Cisco ASA et switch, VMWare, ESX, AD, DNS, DHCP, SDWAN, SFP+.</p></li><li><p>  Solides compétences en administration des systèmes Windows et Linux.</p></li><li><p>  Connaissance approfondie des architectures Cloud et VMWare.</p></li><li><p>  Expérience avérée en pilotage de projets, avec la capacité de gérer plusieurs initiatives simultanément et de respecter les échéanciers.</p></li><li><p>  Excellentes compétences en communication et en travail d'équipe, avec la capacité de collaborer efficacement avec des interlocuteurs variés.</p></li><li><p>  Fortes compétences analytiques, avec la capacité de résoudre les problèmes de manière proactive et de prendre des décisions éclairées.</p></li><li><p>  Maîtrise de l'anglais courant pour participer activement aux équipes internationales et aux projets.</p></li></ul><p></p><p>Le consultant doit répondre aux critères du contrôle élémentaire, à savoir NF et casier judiciaire vierge.</p><p></p><p>Anglais courant demandé.</p><p></p><p>⚠️Déplacements à prévoir dans le 78</p><p>⚠️Pas de TT</p>","Île-de-France, France",100-630 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-systeme/job-mission/ingenieur-systeme-et-reseaux-chef-de-projets-technique,"
      Freelance
     
      CDI
    "
"
      Développeur Java Algo DevOps (FH)
    ","<p><u>Contexte</u></p><p>En tant que Développeur au sein de l'équipe, vous jouerez un rôle essentiel dans la conception, l'implémentation et la validation des développements pour les nouvelles applications internes. </p><p>Vous participerez également à l'intégration de ces applications dans le système d'information de l'entreprise. Vous serez impliqué dans les évolutions, la maintenance et le support des applications existantes. Votre responsabilité principale sera la mise en place des tests unitaires et la documentation de l'implémentation. </p><p>Vous devrez consacrer une part importante de votre temps à l'analyse des besoins, aux tests, au support et à la documentation. Vous collaborerez avec des équipes internationales travaillant sur les mêmes modules logiciels ainsi qu'avec différents métiers clients. Votre participation active à la méthodologie agile de l'équipe et au reporting des activités via JIRA sera attendue.</p><p><u>Prérequis </u></p><p>• Formation ingénieur ou équivalent</p><p>• Maîtrise de l'anglais obligatoire, des échanges avec des équipes aux US sont prévus</p><p>• Autonomie et esprit d'équipe nécessaires</p><p>• Capacité à interagir avec le business à la fois en phase projet et en phase support</p><p>• Aptitude à gérer plusieurs sujets simultanément</p><p>• Excellentes capacités d'analyse, de synthèse et de communication</p><p>• Organisation, rigueur, motivation et persévérance</p><p>• Curiosité pour la finalité métier des projets</p><p>• Expertise algorithmique incluant la concurrency, les design patterns, l'optimisation mémoire, le profiling, l'architecture basée sur les micro-services, etc.</p><p>• Bonne connaissance des bases de données SQL et NoSQL</p><p>• Expertise en Java, ainsi que des connaissances en C#, C et Python</p><p>• Compétences en DevOps (Git, Jenkins, Ansible, Docker, Sonar, Unix, etc.)</p><p>• Capacité à moderniser un stack existant avec une dette technique et des technologies datées</p><p>• Une expérience antérieure dans un environnement Agile est un avantage</p><p>• Une expérience dans un domaine fonctionnel similaire, tel que les Dérivés Actions, est appréciée</p><p><u>Votre rôle</u></p><p>Nous cherchons un Développeur Java Algo DevOps pour accompagner notre client du secteur financier dans ses enjeux de développement.</p><p>La mission est à pourvoir rapidement, pour une durée de 1 an renouvelable et est située à Paris 13.</p>","Paris, France",500-650 €⁄j,https://www.free-work.com/fr/tech-it/developpeur-java/job-mission/developpeur-java-algo-devops-fh,"
      Freelance
    "
