job-title,job-description,job-location,job-salary,job-url
"
      Ingénieur Pilotage Audits Sécurité
    ","Contexte de la mission : Dans le cadre de l’équipe de pilotage d’audit SSI du groupe, fort d’une feuille de route ambitieuse pour l’année 2024. MISSIONS : Suivre la feuille de route des contrôles SSI du groupe Définir le contexte de l’audit avec nos relais cybersécurités et les équipes techniques Préparer et animer les différentes réunions (cadrage, audit, restitution ) Assurer la planification du contrôle et de son organisation du point de vue administratif et matériel D’alerter sur les dérives à votre référent Effectuer le reporting à travers la réunion hebdomadaire du service Apporter un regard neuf sur le processus Proposer des idées de contrôles récurrents (automatisation) Rédiger le cadrage des contrôles avec nos cabinets d’audits Suivi de l’avancer des audits ainsi que de rédiger les comptes rendus des réunions Compétences : Avoir déjà encadré ou réalisé des audits techniques (3 ans) Avoir de l’expérience dans le domaine informatique (5 ans) Pentester voulant apprendre le pilotage serait un plus Formation ISO 27001 lead auditor serait un plus Avoir de bonnes connaissances en systèmes et réseaux Crée en 2008, Kéoni Consulting est une société de conseil et d’ingénierie informatique spécialisée dans le secteur de la banque, de la finance de marché, et de l’assurance, et de l’industrie. Nous sommes le partenaire dans la transformation digitale des grands Comptes. Nous les aidons à transformer leur modèle économique, aligner vos processus opérationnels, sélectionner les meilleures technologies, atténuer et palier les risques liés au digital. Kéoni Consulting aide les entreprises à: Faire la différence Innover et créer Réinventer votre business Satisfaire les clients Gagner en avantages compétitifs Devenir le leader de leur secteur Devenir le leader de votre secteur Notre activité couvre la totalité du cycle de vie des systèmes d’informations (Pilotage et Gestion de projet, Conseil en MOA, Conception, Réalisation, Maintenance, Production Exploitation)","Niort, Nouvelle-Aquitaine",400 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ingenieur-pilotage-audits-securite
"
      Expert en déploiement réseau et sécurité
    ","PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux. PROPULSE IT est un réseau de consultants à forte valeur ajoutée, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients. A ce jour, le réseau de freelance PROPULSE IT comporte plus de 18000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux. En constituant ce réseau par cooptation de clients ou de consultants, nous avons privilégié la constance dans le savoir-faire technique et le savoir-être, pour devenir un véritable partenaire privilégié de nos clients. Parallèlement, nous savons développé un réseau de partenaires sélectionnées pour leur expertise technique, et l'adhésion aux valeurs de notre entreprise. Aujourd'hui PROPULSE IT est une société en pleine croissance organique, Champion de la Croissance du journal Les Echos 4 années consécutives. Ce développement s'appuie sur la qualité et la pérennité des missions réalisées. La satisfaction client est ainsi liée à l'épanouissement des consultants ! Alors, n'hésitez pas à postuler ! PROPULSE IT recherche un Expert en déploiement d'infras Réseau et Sécurité, afin de l'assister dans la conception, l'intégration et le déploiement en production de solution technique notamment les plateformes VPN Fortinet, les firewalls applicatifs des éditeurs F5 APM et Ubika Gateway (anciennement DenyAll) ou encore la mise en place de zone cloisonnée réseau avec des firewalls Checkpoint. L'intervenant pourrait être amené à réaliser du support N2/N3 sur les infras réseau et sécurité. Les compétences techniques attendues sont les suivantes (par ordre de priorité) : • Expertise des infras de Sécurité : Checkpoint, Fortinet, F5 APM, Ubika (ex. DenyAll), IdP Okta • Expertise réseaux LAN : Cisco Fabric Path/VxLAN, • Expérience Système : Redhat linux 8, Windwos 2019 • Connaissance en Scripting Shell, Ansible Network Automation, Terraform Les compétences fonctionnelles attendues sont les suivantes (par ordre de priorité) : • Conception des architectures et expertise en déploiement de projet réseau et sécurité • Rédaction/ Enrichissement de base de connaissances • Reporting de l'activité projet au management","Paris, France",,https://www.free-work.com/fr/tech-it/expert-reseau-cisco/job-mission/expert-en-deploiement-reseau-et-securite-13
"
      EXPERT PILOTAGE AUDIT DE SECURITE 
    ","Contexte de la mission : Dans le cadre de l’équipe de pilotage d’audit SSI du client, fort d’une feuille de route ambitieuse pour l’année 2024. Les principales missions seront : •    Suivre la feuille de route des contrôles SSI du client •    Définir le contexte de l’audit avec nos relais cybersécurités et les équipes techniques •    Préparer et animer les différentes réunions (cadrage, audit, restitution…) •    Assurer la planification du contrôle et de son organisation du point de vue administratif et matériel •    D’alerter sur les dérives à votre référent •    Effectuer le reporting à travers la réunion hebdomadaire du service Livrables attendus : •    Apporter un regard neuf sur le processus •    Proposer des idées de contrôles récurrents (automatisation) •    Rédiger le cadrage des contrôles avec nos cabinets d’audits •    Suivi de l’avancer des audits ainsi que de rédiger les comptes rendus des réunions MISSIONS : •    Suivre la feuille de route des contrôles SSI du client •    Définir le contexte de l’audit avec nos relais cybersécurités et les équipes techniques •    Préparer et animer les différentes réunions (cadrage, audit, restitution…) •    Assurer la planification du contrôle et de son organisation du point de vue administratif et matériel •    D’alerter sur les dérives à votre référent •    Effectuer le reporting à travers la réunion hebdomadaire du service Livrables attendus : •    Apporter un regard neuf sur le processus •    Proposer des idées de contrôles récurrents (automatisation) •    Rédiger le cadrage des contrôles avec nos cabinets d’audits •    Suivi de l’avancer des audits ainsi que de rédiger les comptes rendus des réunions Compétences : •    Avoir déjà encadré ou réalisé des audits techniques (3 ans) •    Avoir de l’expérience dans le domaine informatique (5 ans) •    Pentester voulant apprendre le pilotage serait un plus •    Formation ISO 27001 lead auditor serait un plus Avoir de bonnes connaissances en systèmes et réseaux et disposez d’une capacité d’analyse, permettant d’appréhender les nouvelles problématiques. Avoir une appétence pour la cybersécurité","Niort, Nouvelle-Aquitaine",100-600 €⁄j,https://www.free-work.com/fr/tech-it/administrateur-securite/job-mission/expert-pilotage-audit-de-securite
"
      Ingénieur Réseau et Télécom / Sécurité
    ","Nous sommes à la recherche d'un ingénieur réseau et télécommunication - Sécurité. Missions: - Audit de l'infrastructure WAN, SDWAN, LAN, WLAN et de l'infrastructure de sécurité associée (Firewall,…) - Résolution de problèmes complexes sur ces périmètres - Intégration de nouvelles solutions - Déploiement de nouveaux solutions Réseau et sécurité (principalement Cisco, CheckPoint) - Supervision de déploiements réseau Compétences Techniques - Maitrise des infrastructures Cisco, Alcatel, Checkpoint, Fortinet ou équivalent Un profil : Spécialiste Réseau & Télécom / Sécurité Savoir-être Nous recherchons un consultant : - Rigoureux - Autonome - Anglais écrit et parlé - Habilitable Secret France La mission s'exécutera à Versailles (78). Manipulations de données confidentielles : il faut donc que la personne soit habilitable. Anglais écrit et parlé","Versailles, Île-de-France",400-500 €⁄j,https://www.free-work.com/fr/tech-it/responsable-telecoms/job-mission/ingenieur-reseau-et-telecom-securite
"
      Ingénieur réseaux et sécurité
    ","Détail de la prestation : Définir des architectures redondées et mettre en place des nouveaux réseaux dans un environnement complexe. Installation physique des matériels Configuration des clusters Palo Alto. Configuration des règles sur les pare-feu Configuration des environnements Cisco DCNM Configuration des clusters Cisco VPC Maitrise des protocoles BGP et OSPF Maitrise des flux Video multicast Recette des environnements Rédaction des documentations Transfert de connaissance aux équipes Ingénierie et Support Migration des environnements identifiés sur la nouvelle architecture réseau Interventions en HO et HNO Expertises requises : Maitrise Niveau 3 des environnements DCNM / NXOS (Fabric vxlan,IP Multicast, PTP, ) Maitrise Niveau 3 des clusters Cisco VPC Maitrise Niveau 3 des environnements Palo Alto en cluster (Panorama, Vsys, Inter Vsys, ) Livrables : Document d’architecture technique Procédures techniques Cahier de recette Avec une couverture nationale, Beezen est un acteur de référence dans les métiers du conseil et des services informatiques. Fondée en 2008, Beezen conseille, réalise, forme et accompagne ses clients dans leurs projets. Beezen a mis en œuvre plus de 100 projets réalisés pour des entreprises du CAC 40 et ETI (Entreprises de Taille Intermédiaire). Nous proposons une gamme complète de prestations organisée autour de 3 métiers : le Management, les Technologies et l’Innovation. Partenaire privilégié des grands éditeurs internationaux de logiciels, notre unique objectif est de vous amener à vous différencier grâce à des solutions métiers et technologiques novatrices et performantes.","Paris, France",750-850 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/ingenieur-reseaux-et-securite-177
"
      Ingénieur sécurité et réseaux confirmé
    ","Nous recherchons des Ingénieurs sécurité et réseaux pour une mission de longue durée sur Paris La Défense. Pour le compte d'un Client International, l'anglais Oral et écrit de bon niveau est indispensable. Une très bonne communication et une appétence pour le travail en équipe basée sur l'entre-aide. Vous devez être en capacité et avoir la volonté et l'envie d'appréhender d'autres technologies. Un bon relationnel est exigé, vous devez aimer partager vos connaissances avec les autres Consultants et profiter aussi de leur expertise sur les produits que vous connaissez moins. Vos activités et les technologies : Assurer le maintien en condition opérationnelle (MCO) et la sécurité des différents couches de sécurité (réseau, applicatif, d'accès, monitoring, etc.). Gérer les solutions de sécurité telles que les firewalls (Checkpoint, Fortinet, PaloAlto), les proxies (Zscaler, Squid), les solutions F5 (DNS/ASM/LTM), les VPN (SSL, IPSEC, GRE), les solutions PAM (Priviliged Access Management), les antivirus (XDR) et autres technologies pertinentes. Expérience dans la gestion de la sécurité des environnements cloud AWS/GCP. Compétences de coding, principalement en Python, pour automatiser les tâches et utiliser les API des différentes technos . Travailler en équipe pour résoudre les problèmes de sécurité et les projets complexes. Gérer les situations de priorisation et avoir un esprit critique tout au long du processus d'exécution, de troubleshooting et d'intégration. Vous devez avoir une expertise de niveau 3 maîtrisée sur au moins 2 des technologies principales  et une connaissance de base sur au moins 2 des autres technologie. la parfaite connaissances des fondamentaux tels que : les VPN (SSL, IPSEC, GRE),  et de la sécurité des réseaux, applicatifs, d'accès, flux, monitoring, etc.). Nous recherchons des Ingénieurs sécurité et réseaux pour une mission de longue durée sur Paris La Défense. Pour le compte d'un Client International, l'anglais Oral et écrit de bon niveau est indispensable. Une très bonne communication et une appétence pour le travail en équipe basée sur l'entre-aide. Vous devez être en capacité et avoir la volonté et l'envie d'appréhender d'autres technologies. Un bon relationnel est exigé, vous devez aimer partager vos connaissances avec les autres Consultants et profiter aussi de leur expertise sur les produits que vous connaissez moins. Vos activités et les technologies : Assurer le maintien en condition opérationnelle (MCO) et la sécurité des différents couches de sécurité (réseau, applicatif, d'accès, monitoring, etc.). Gérer les solutions de sécurité telles que les firewalls (Checkpoint, Fortinet, PaloAlto), les proxies (Zscaler, Squid), les solutions F5 (DNS/ASM/LTM), les VPN (SSL, IPSEC, GRE), les solutions PAM (Priviliged Access Management), les antivirus (XDR) et autres technologies pertinentes. Expérience dans la gestion de la sécurité des environnements cloud AWS/GCP. Compétences de coding, principalement en Python, pour automatiser les tâches et utiliser les API des différentes technos . Travailler en équipe pour résoudre les problèmes de sécurité et les projets complexes. Gérer les situations de priorisation et avoir un esprit critique tout au long du processus d'exécution, de troubleshooting et d'intégration. Assurer le maintien en condition opérationnelle (MCO) et la sécurité des différents couches de sécurité (réseau, applicatif, d'accès, monitoring, etc.). Gérer les solutions de sécurité telles que les firewalls (Checkpoint, Fortinet, PaloAlto), les proxies (Zscaler, Squid), les solutions F5 (DNS/ASM/LTM), les VPN (SSL, IPSEC, GRE), les solutions PAM (Priviliged Access Management), les antivirus (XDR) et autres technologies pertinentes. Expérience dans la gestion de la sécurité des environnements cloud AWS/GCP. Compétences de coding, principalement en Python, pour automatiser les tâches et utiliser les API des différentes technos . Travailler en équipe pour résoudre les problèmes de sécurité et les projets complexes. Gérer les situations de priorisation et avoir un esprit critique tout au long du processus d'exécution, de troubleshooting et d'intégration.","Paris, France","51k-112k €⁄an, 430-500 €⁄j",https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/ingenieur-securite-et-reseaux-confirme
"
      Expertise réseaux et sécurité dans les environnements Broadcast SMPTE 2110
    ","Bonjour, Nous recherchons pour notre client grand compte (secteur audiovisuel) un consultant pouvant assurer la coordination des chantiers techniques et processus associés du déménagement d'un pôle. Nous étudions - prioritairement - les candidatures qui nous sont adressées par MAIL (freelance à insyco . fr) avec les informations suivantes : Argumentaire écrit répondant de façon ciblée au besoin CV à jour (format Word) Date de prochaine disponibilité Tarif journalier Merci d’indiquer la référence (KTR/SMPTE/4348) en objet de votre message --- Le contexte --- Notre client grand compte, secteur audiovisuel, souhaite renforcer son équipe d'Ingénierie Réseaux avec un profil senior ayant une expérience significative sur la définition d’architecture et les déploiements des réseaux SMPTE 2110, et notamment une expérience sur un déploiement au travers de réseaux longues distances. --- La prestation attendue--- Conduite et participation aux différents projets d'évolutions Définition d'architecture technique dans l’environnement du Client Intégration et configuration des solutions Recette des environnements Transfert de connaissance aux équipes Ingénierie et Support Migration des environnements identifiés sur les nouvelles architectures Apport d’un support N3 à l’équipe exploitation réseaux Interventions ponctuelles en HNO Astreintes en HNO et WE --- Livrables attendus --- Document d'architecture technique Procédures d’exploitation Cahier de recette Expertise sur les déploiements d’architecture SMPTE 2110 Maitrise des environnements Spine & Leaf Maitrise des protocoles de routage OSPF / BGP Maitrise du protocole PTP Maitrise des environnements IP Multicast Connaissance des environnements Palo Alto Informations complémentaires Recherche d'une expertise réseaux et sécurité dans les environnements Broadcast SMPTE 2110 Conditions classiques de travail","Paris, France",550-750 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/expertise-reseaux-et-securite-dans-les-environnements-broadcast-smpte-2110
"
      Prestation d’expertise Réseaux et Sécurité dans les environnements Broadcast
    ","Prestation d’Expertise réseaux et sécurité dans les environnements Broadcast SMPTE 2110 Définition du besoin : Pour appuyer notre équipe d'Ingénierie Réseaux, nous cherchons un professionnel senior ayant une expérience notable en définition et déploiement d'architecture réseau SMPTE 2110 dans une entreprise de diffusion audiovisuelle. Une expérience précédente dans des déploiements à travers des réseaux longue distance est requise. Détail des prestations : Participation active à divers projets d'évolution Définition de l'architecture technique dans l'environnement de l'entreprise Intégration et configuration des solutions Homologation des environnements Transfert de connaissances aux équipes d'ingénierie et de support Mise à jour de environnements spécifiés sur de nouvelles architectures Fourniture d'un support de niveau 3 à l'équipe de gestion de réseau Interventions occasionnelles HNO Disponibilité en HNO et WE Expertises requises: Obligatoires : Expertise en déploiement d'architecture SMPTE 2110 Maîtrise des environnements Spine & Leaf Maîtrise des protocoles de routage OSPF / BGP Connaissance du protocole PTP Expérience dans les environnements IP Multicast Optionnelle : Connaissance de l'environnement Palo Alto Livrables : Document d'architecture technique Procédures d'exploitation Cahier de recette Daweiro est une entreprise pionnière dans le domaine du conseil technologique, avec une spécialisation remarquable dans le domaine de l’intelligence artificielle. Nous avons aussi une forte expertise en développement informatique, en management de produits et en méthodologies agiles. Nos experts en intelligence artificielle sont à la pointe de cette technologie, utilisant leur connaissance approfondie pour aider nos clients à naviguer avec succès dans le paysage numérique complexe d’aujourd’hui. Notre mission est de créer des solutions personnalisées et innovantes, en particulier dans le domaine de l’intelligence artificielle, qui peuvent apporter une valeur ajoutée significative à votre entreprise. Nous nous engageons à comprendre vos besoins spécifiques et à concevoir des solutions qui répondent à ces exigences, en utilisant les dernières avancées en matière d’IA pour optimiser vos processus d’affaires, réduire les coûts, et créer de nouvelles opportunités. Daweiro est déterminée à être votre partenaire de confiance pour la transformation numérique et l’innovation par l’intelligence artificielle.","Paris, France",1k-1 100 €⁄j,https://www.free-work.com/fr/tech-it/consultant-securite-et-reseaux/job-mission/prestation-dexpertise-reseaux-et-securite-dans-les-environnements-broadcast
"
      Ingénieur réseau sécurité H/F
    ","Bonjour, Pour renforcer notre pôle dédié à la délégation du personnel (Assistance technique) nous recrutons pour notre client dans le secteur bancaire basé à Paris un Ingénieur Réseau Sécurité (H/F). Voici les informations essentielles liées à la mission : Vous intégrerez une équipe IT composée de 5 personnes et vos missions selon vos compétences et les attentes de nos clients consistent à : - Mettre en place des projets (projet chiffrement VPN,...), - Traiter des incidents de niveau 2 et 3 (partie run). - Expérience entre 3-5 ans sur un poste similaire - Compétences en réseaux : CISCO LAN Wifi, routage - Compétences en sécurité : Fortinet, Stormshield, Palo Alto... - Excellente présentation APIXIT, spécialiste de la digitalisation des entreprises ! Issue de la fusion entre les deux spécialistes des services numériques DCI et RETIS, APIXIT propose un accompagnement global sur l’ensemble de vos projets. Au quotidien, APIXIT accompagne ses clients, entreprises privées ou organisations publiques dans la transformation digitale des espaces de travail et dans la gestion et la sécurisation de leurs infrastructures digitales. Conscient que l’innovation est une de vos attentes et un atout différenciant, APIXIT est le partenaire privilégié des plus grands constructeurs et éditeurs et porte son attention et son expertise sur les enjeux des organisations : Big Data, IA, IOT, OTI, Software Defined Network. APIXIT cultive l’expertise augmentée individuelle et collective. Celle-ci nous permet de proposer un panel de compétences larges et complémentaires, gagées des plus hauts niveaux de certifications.","Paris, France",300-550 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ingenieur-reseau-securite-h-f-21
"
      Ingénieur Sécurité/Système
    ","En tant qu'Ingénieur Sécurité/Système vous rejoindrez le Pôle Tech de la DSI de notre client (univers des médias). Vous serez en étroite collaboration avec le RSSI et l'IT Operation Security Director. Vos missions: Assurer le maintien en condition opérationnelle des outils sécurité: Consoles sécurité des postes de travail, de l'Antivirus (Sentinel One), du relais SMTP et de l'Antispam (Proofpoint)... Gérer les projets technique en autonomie de bout en bout: Hardening des serveurs, intégration et déploiement de servers Linux (Ubuntu et Redhat)... Assurer l'accompagnement du service support informatique sur les aspects liés à la sécurité Partager le reporting sécurité avec les autres équipes internes et/ou les partenaires Contribuer à la rédaction de la documentation technique sécurité (en anglais) Pour mener bien cette mission: Vous maitrisez les environnements Linux (Windows est un plus - une équipe est dédiée mais pourriez être amenés à collaborer) Vous avez une bonne vision de la sécurité périmétrique (Antivirus, Antispam, Firewall, etc) Vous possédez de bonnes capacités rédactionnels Vous êtes autonome et polyvalent Vous maitrisez l'anglais technique L'équipe est basée à Paris, des échanges en anglais sont à prévoir avec des partenaires, éditeurs, support... Le télétravail est de 2 à 3 jours/semaine.","Paris, France",500-570 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-en-cybersecurite/job-mission/ingenieur-securite-systeme-3
"
      Consultant Senior / chef de projet expert SSIS + SSAS Multidim + SSRS + CI/CD Az DevOps & PBI, ADF
    ","Dans un contexte de run d’une grosse solution MSBI très complexe (avec un gros cube multim dans lequel on retrouve tout le métier), la mission consiste à travailler avec les métiers pour répondre à leurs demandes et questions (ex : comprendre les écarts (souvent des règles de gestion qui ont changé à implémenter)). La mission nécessite d’aimer s’intéresser au fonctionnel tout en étant très technique car, pour comprendre, il faudra plonger dans les différentes couches de la solution. Confié à différents prestataires successifs, le périmètre n’est pas totalement industrialisé et documenté. La mission inclut également la production de documents d’exploitation et de scripts si nécessaire. Des travaux pour sécuriser et automatiser tout ce qui peut l’être (ex : remettre le code source dans Git (terminé ou presque), mettre en place le CI/CD là où ce n’est pas fait (à faire) ont commencé, mais il reste encore beaucoup à faire pour rendre la solution fiable, stable et maintenable. Pour remettre à plat une solution MSBI au coeur du métier de notre client et répondre aux demandes des métiers, je recherche un profil consultant / chef de projet BI, qui aime le fonctionnel et est expert / maîtrise les produits SSIS, SSAS Multidim et SSRS car il devra intervenir sur toute la chaîne décisionnelle en autonomie en se plongeant dans la solution qui n’est pas documentée. Le client ayant commencé à mettre en place du CI/CD avec Azure DevOps, il possède des templates. Nous recherchons un candidat qui saura continuer à mettre en place le CI/CD au fur et à mesure qu’il intervient sur le projet afin de fiabiliser et d’industrialiser les opérations. Chef de projet vous aurez le rôle de point d’entrée pour toutes les demandes et échanges avec les métiers, les autres équipes et animerez votre équipe (2-3p). Vous serez le garant des analyses, des propositions et de leur mise en oeuvre. Mission par contrats successifs de 3 mois (prolongeable). La mission se déroule dans les locaux de notre client à Paris, au sein du pôle BI de la DSI (3 jours sur site et 2j en télétravail).","Paris, France",600-650 €⁄j,https://www.free-work.com/fr/tech-it/ingenieur-devops/job-mission/consultant-senior-chef-de-projet-msbi
"
      Consultant microsoft BI Power BI
    ","Bonjour, Pour le compte de notre client nous recherchons un(e) consultant(e) Microsoft BI / Power BI. Maintien en condition opérationnelle et contribution à l'évolution de tous les projets. Intégration et exploitation des données Développement de nouveaux rapports de datavisualisation Traitement des incidents et demandes d’assistance quotidiennes du métier. • Vous apportez votre expertise aux phases de conception des projets • Vous développez/intégrez les évolutions et les nouvelles solutions Prérequis techniques : • SSIS • SQL SERVER et T-SQL • SQL et PL/SQL avec ORACLE • Maîtrise de Power BI (Création de rapports, intégration de données sources, DAX) Démarrage : ASAP Durée de mission : Longue Télétravail : 50/50 Site : Paris Ca vous tente ? Postulez A très vite TEAM UCASE Profil maitrisant • SSIS • SQL SERVER et T-SQL • SQL et PL/SQL avec ORACLE • Maîtrise de Power BI (Création de rapports, intégration de données sources, DAX)","Paris, France","10k-60k €⁄an, 100-550 €⁄j",https://www.free-work.com/fr/tech-it/consultant-microsoft-dynamics/job-mission/consultant-microsoft-bi-power-bi-3
"
      Expert SSIS/SSRS/PowerBI report server.
    ","- Prend en charge le maintien en conditions opérationnelles des offres relatives aux technologies SSIS/SSRS. - Traite les incidents et problèmes pouvant survenir sur les plates-formes. - Fiabilise et optimise le fonctionnement des infrastructures en anticipant les évolutions de capacité et de performance. - Contribue à la mise en œuvre des solutions de continuité et participe aux tests de back up. - Documente les configurations et rédige les consignes destinées aux supports niveaux 1 et 2. - Réalise les déploiements des bases de données dans le cadre des projets techniques et métier. - Travaille en relation étroite et permanente avec les équipes de production et Infrastructures et Sécurité. - Contribue aux projets d'évolution des environnements lié aux offres SSIS/SSRS. - Administrer les systèmes de gestion de données/référentiel de l'entreprise. - Exploite les environnements notamment en assurant leur intégrité, en réglant leurs paramètres et en mettant en œuvre les outils de surveillance - Effectue un support technique. - Effectue l'adaptation, l'administration et la maintenance des logiciels lié aux offres SSIS/SSRS. - Crée, à la demande des domaines ou de l'exploitation, les outils spécifiques d'aide à l'exploitation. - Assure l'intégrité des offres existants en garantissant la sécurité physique (procédures de sauvegarde, restauration, journalisation, démarrage après incidents ?) et logique (confidentialité, accès). - Met en œuvre les outils de surveillance. - Régle les paramètres des applications SSIS/SSRS pour une utilisation optimale. - Suit et contrôle les évolutions de version retenue par l'entreprise. - Définit les normes et standards d'utilisation et d'exploitation des offres SSIS/SSRS intervenant capable d’installer/configurer les architectures SSIS/SSRS/PowerBI en pleine autonomie. Gère et administre les systèmes des application SSIS/SSRS de l'entreprise, en assure la cohérence, la qualité et la sécurité. Participe à la définition et à la mise en œuvre des environnement retenus par les projets : Profil plus lié au serveur qu’au software. Capable de se connecter sur les machines Capable de challenger les infras avec les experts socle OS/Réseau/base de données Astreinte du domaine - Assure une astreinte sur le périmètre ETL / BI (windows/linux)","Paris, France",350-560 €⁄j,https://www.free-work.com/fr/tech-it/consultant-bi/job-mission/expert-ssis-ssrs-powerbi-report-server-1
"
      Développeur Power BI / SSAS / SSRS
    ","À partir des besoins métiers, le ou la consultant(e) proposera et mettra en place, en équipe, des solutions adéquates en termes de modélisation de bases de données orientées BI à des fin de restitution de la données via SSAS Tabulaire et Power BI - Animation/participation aux cérémonies Scrum (Sprint Planning / Daily Meeting / Grooming / Rétrospective) - Analyse des nouveaux besoins utilisateurs (Estimation de la complexité et chiffrage) - Conception et mise en place de nouveaux rapports Power BI - Amélioration des rapports Power BI existants ( performance, ergonomie et design) - Documentation technique (Confluence) - Suivi des incidents de production et communication avec les différents intervenants Description : • Participe aux phases d’analyse, de conception, de développement et de tests dans le cadre de la réalisation ou du pilotage de projets informatiques • Analyse et formalise les besoins des utilisateurs • Développe les programmes, les interfaces, les restitutions... • Respecte les normes et les standards • Suit les travaux (développements, tests) • Teste le fonctionnement de la fonction, du module ou du programme • Vérifie l’intégration du développement • Rédige les spécifications techniques De formation Bac+5 minimum au sein d'une école d'ingénieur ou d'informatique, vous avez une expérience de 5 ans minimum en tant que Développeur Power BI / SSAS / SSRS Polyvalent(e) et autonome, le ou la consultant(e) participera activement à promouvoir le savoir-faire de notre équipe en termes de mise en place de solutions décisionnelles et de Dashboard PowerBI. Sa force de proposition lui permettra de challenger la MOA et de convaincre l'ensemble des acteurs projets lors de la phase de conception. Son expérience en matière de modélisation BI et son appétence pour les problématiques complexes autour de la restitution de la données feront de lui (elle) un atout incontournable de notre équipe.","Île-de-France, France",450-560 €⁄j,https://www.free-work.com/fr/tech-it/api-developpeur/job-mission/developpeur-power-bi-ssas-ssrs
"
      CONSULTANT MOE DATA BI - SSIS - SQL Server - Azure Devops
    ","PROPULSE IT accompagne ses clients grands comptes et PME dans la mise en œuvre des projets It et digitaux. PROPULSE IT est un réseau de consultants à forte valeur ajoutée, complètement associé à notre démarche qualité de suivi des besoins et projets de nos clients. A ce jour, le réseau de freelance PROPULSE IT comporte plus de 18000 consultants sur toute la France, et couvre l'ensemble des besoins IT et digitaux. En constituant ce réseau par cooptation de clients ou de consultants, nous avons privilégié la constance dans le savoir-faire technique et le savoir-être, pour devenir un véritable partenaire privilégié de nos clients. Parallèlement, nous savons développé un réseau de partenaires sélectionnées pour leur expertise technique, et l'adhésion aux valeurs de notre entreprise. Aujourd'hui PROPULSE IT est une société en pleine croissance organique, Champion de la Croissance du journal Les Echos 4 années consécutives. Ce développement s'appuie sur la qualité et la pérennité des missions réalisées. La satisfaction client est ainsi liée à l'épanouissement des consultants ! Alors, n'hésitez pas à postuler ! Dans le cadre d'une mission longue chez l'un de nos clients à la Defense et pour un démarrage immédiat, nous recherchons un(e) Consultant technique MOE BI / Domaine Socle Data ? Type de prestation : Assistance Technique ? Expertise métier requise : BI ? Nombre d'années d'expérience : 7-10 ans minimum ? Descriptif détaillé de la mission : ? Assurer le RUN des applications existantes (ETL, Bases de données, support niveau 3) ? Comprendre les enjeux métier, problématiques à résoudre et opportunités à concrétiser. ? Echanger et challenger les besoins métiers avec les équipes AMOA BI en tenant compte des contraintes techniques. ? Proposer, concevoir et spécifier des solutions techniques viables, évolutives et tenant compte de l'existant. ? Rédaction des documents techniques (spécification techniques, document d'exploitation...etc). ? Conseiller, proposer des axes d'amélioration, alerter si besoin. ? Environnement technique de la mission : ? Socle Data : SSIS, SQLServer (2016), procédures stockées, Azure DevOps (Git, Board Agile, Pipeline de déploiement CI/CD) ? Reporting : COGNOS BI 10.2 et 11 & Tableau (le reporting n'est pas dans le scope, il s'agit d'une information) Compétences impérativement exigées : ? Compétences techniques ? Conception / Modélisation BI (Flux & modèles de données) ? Expériences significatives sur la mise en place complète de projets BI Data ETL (conception, modélisation, réalisation) et sur le RUN en environnement Full Microsoft (SSIS, SQL Server : Modélisation, procédures stockées, optimisation SQL, etc.). ? Connaissance et mise en œuvre de la suite Microsoft AZURE DEVOPS (Git, Board Agile, Pipeline de déploiement CI/CD). ? Anglais professionnel. ? Compétences organisationnelles ? Expérience significative sur l'implémentation de projets BI d'intégration de données (datawarehouse & datamarts) ? Avoir la capacité de mener des mini-projets en autonomie tout en étant accompagné par un(e) maitrise d'ouvrage et/ou le métier. ? Capacité à s'organiser, à s'adapter sur les priorités, à synthétiser l'état d'avancement de ses activités et à remonter les alertes si besoin. ? Profil ? Bon relationnel, sens de la communication, qualité d'expression orale et écrite, appétence au travail collaboratif et aux problématiques fonctionnelles ? Être force de proposition ? Méthodologie, organisation, rigueur ? Capacité de synthèse et d'analyse ? Capacité à travailler en équipe, à s'adapter à différents interlocuteurs, sens du service, écoute, humilité et ouverture d'esprit. Compétence(s) appréciée(s) : ? Technologies Reporting BI : TABLEAU, IBM Cognos ? Travail avec un partenaire offshore ? Certifications sur la suite MSBI","Le Plessis-Robinson, Île-de-France",,https://www.free-work.com/fr/tech-it/administrateur-sql/job-mission/consultant-moe-data-bi-ssis-sql-server-azure-devops-8
